step,HEK_Experiment_0,HEK_Experiment_1,HEK_Experiment_2,HEK_Experiment_3,HEK_Experiment_4,iPS_Experiment_0,iPS_Experiment_1,iPS_Experiment_2,iPS_Experiment_3,iPS_Experiment_4
step_00000003,,,,,,PassageInitialState,,,,
step_00000004,,,,,,PassageInitialState,PassageInitialState,,,
step_00000005,,,,,,PassageInitialState,PassageInitialState,PassageInitialState,,
step_00000006,,,,,,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState,
step_00000007,,,,,,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000008,,,,,,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000009,,,,,,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000010,,,,,,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000011,,,,,,MediumChange1State,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000012,,,,,,MediumChange1State,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000013,,,,,,MediumChange1State,PassageInitialState,PassageInitialState,PassageInitialState,PassageInitialState
step_00000014,,,,,,MediumChange1State,MediumChange1State,PassageInitialState,PassageInitialState,PassageInitialState
step_00000015,,,,,,MediumChange1State,MediumChange1State,PassageInitialState,PassageInitialState,PassageInitialState
step_00000016,,,,,,MediumChange1State,MediumChange1State,PassageInitialState,PassageInitialState,PassageInitialState
step_00000017,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,PassageInitialState,PassageInitialState
step_00000018,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,PassageInitialState,PassageInitialState
step_00000019,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,PassageInitialState,PassageInitialState
step_00000020,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,PassageInitialState
step_00000021,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,PassageInitialState
step_00000022,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,PassageInitialState
step_00000023,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000024,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000025,,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000026,,,,,,,,MediumChange1State,MediumChange1State,MediumChange1State
step_00000027,,,,,,,,,MediumChange1State,MediumChange1State
step_00000028,,,,,,,,,,MediumChange1State
step_00000030,,,,,,MediumChange1State,,,,
step_00000031,,,,,,MediumChange1State,MediumChange1State,,,
step_00000032,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,,
step_00000033,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,
step_00000034,,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000035,HEKGetImageState,,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000036,HEKGetImageState,HEKGetImageState,,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000037,HEKGetImageState,HEKGetImageState,HEKGetImageState,,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000038,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000039,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000040,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000041,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000042,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000043,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000044,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000045,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000046,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000047,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000048,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000049,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000050,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000051,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000052,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000053,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000054,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000055,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000056,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000057,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000058,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000059,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000060,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000061,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange1State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000062,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange1State,MediumChange1State,MediumChange1State
step_00000063,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State,MediumChange1State
step_00000064,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State,MediumChange1State
step_00000065,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State,MediumChange1State
step_00000066,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State,MediumChange1State
step_00000067,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State,MediumChange1State
step_00000068,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State
step_00000069,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange1State
step_00000070,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000071,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000072,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000073,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000074,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000075,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000076,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000077,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000078,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000079,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000080,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000081,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000082,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000083,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000084,HEKGetImageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000085,HEKGetImageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000086,,HEKPassageState,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000087,,,HEKPassageState,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000088,,,,HEKPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000089,,,,,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000090,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000091,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000092,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000093,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000094,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000095,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000096,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000097,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000098,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000099,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000100,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000101,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000102,,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000103,HEKFirstGetImageAfterPassageState,,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000104,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000105,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000106,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000107,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000108,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000109,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000110,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000111,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000112,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000113,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000114,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000115,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000116,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000117,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000118,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000119,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000120,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000121,HEKFirstGetImageAfterPassageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000122,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000123,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKFirstGetImageAfterPassageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000124,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000125,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000126,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000127,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000128,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000129,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000130,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000131,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000132,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000133,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000134,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000135,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000136,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000137,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000138,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000139,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000140,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000141,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000142,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000143,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000144,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000145,HEKPassageState,HEKGetImageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000146,HEKPassageState,HEKPassageState,HEKPassageState,HEKGetImageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000147,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000148,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,PassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000149,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000150,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000151,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000152,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000153,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000154,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000155,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000156,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000157,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000158,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000159,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000160,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000161,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000162,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000163,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000164,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000165,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000166,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000167,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000168,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000169,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000170,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000171,HEKPassageState,HEKPassageState,HEKGetImageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000172,HEKPassageState,HEKPassageState,HEKGetImageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000173,HEKPassageState,HEKGetImageState,HEKGetImageState,HEKPassageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000174,HEKPassageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKPassageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
step_00000175,HEKPassageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,HEKGetImageState,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State,MediumChange2State
